Column1.1,Column1.2,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
0.000493252,-0.032799,-0.425089,-9.788741,-0.000503,-0.001016,-0.000348,-19.914215,-2.317044,-13.451054,49.32523148
0.000494514,-0.02321,-0.425089,-9.80778,-0.000237,0.000449,0.000585,-20.07772,-1.74626,-15.511838,49.45138889
0.000497025,-0.018416,-0.434683,-9.7697,0.000162,0.000049,0.000185,-19.4237,-2.507305,-15.886525,49.7025463
0.00049956,-0.013622,-0.444277,-9.7697,0.000162,0.000449,-0.000481,-19.914215,-3.458613,-15.324494,49.95601852
0.000502106,-0.032799,-0.43948,-9.788741,-0.000637,-0.000084,0.000718,-22.039773,-4.409918,-13.6384,50.21064815
0.000504595,-0.032799,-0.444277,-9.803019,0.000296,0.000049,0.000052,-19.096693,-3.648873,-12.889022,50.45949074
0.000507164,-0.028004,-0.449074,-9.77922,-0.000237,-0.000617,0.000451,-20.731739,-0.224172,-13.6384,50.71643519
0.000509699,-0.042387,-0.444277,-9.80778,0.000429,-0.001149,0.000851,-19.914215,-2.697568,-13.076368,50.96990741
0.000512176,-0.02321,-0.434683,-9.77922,0.000429,0.000582,-0.001147,-19.750711,-2.507305,-13.263711,51.21759259
0.000514769,-0.018416,-0.429886,-9.77446,-0.000637,0.000582,0.000318,-19.914215,-1.936523,-13.825742,51.47685185
0.000517292,-0.028004,-0.429886,-9.836338,-0.000237,-0.000483,0.000318,-19.914215,-1.175478,-14.20043,51.72916667
0.000519815,-0.032799,-0.434683,-9.77922,-0.000104,-0.00035,0.000585,-21.549259,-0.414431,-14.575119,51.98148148
0.000521088,-0.02321,-0.434683,-9.788741,-0.001036,0.000848,0.000718,-20.568233,-0.03391,-14.20043,52.1087963
0.0005236,-0.013622,-0.43948,-9.78398,-0.00077,0.000449,0.000984,-19.096693,-2.887829,-14.013086,52.3599537
0.000526134,-0.032799,-0.434683,-9.793499,0.000029,-0.000217,0.000052,-20.07772,-4.029395,-15.511838,52.61342593
0.000528669,-0.02321,-0.434683,-9.7697,-0.001036,-0.00035,0.001117,-19.914215,-0.794957,-14.20043,52.86689815
0.000531157,-0.028004,-0.434683,-9.803019,-0.00037,0.000848,0.000451,-20.07772,-1.365737,-15.13715,53.11574074
0.000533692,-0.018416,-0.425089,-9.77922,-0.00077,-0.000217,-0.000214,-19.096693,-2.126784,-15.13715,53.36921296
0.000536273,-0.018416,-0.43948,-9.78398,-0.000104,0.000449,0.001117,-20.07772,-1.74626,-15.13715,53.62731481
0.000538796,-0.02321,-0.449074,-9.793499,0.000429,-0.000617,0.000318,-19.4237,-3.26835,-14.762462,53.87962963
0.000543831,-0.02321,-0.444277,-9.793499,0.001494,-0.000483,0.000585,-19.750711,-2.126784,-15.511838,54.38310185
0.000543831,-0.018416,-0.444277,-9.793499,-0.000903,-0.000617,0.000185,-20.404727,-0.985215,-14.387774,54.38310185
0.000546412,-0.028004,-0.444277,-9.798259,0.000828,-0.001149,0.000718,-21.222251,-2.317044,-14.575119,54.6412037
0.000547674,-0.02321,-0.444277,-9.788741,0.000562,-0.000617,0.000585,-20.568233,-1.936523,-13.451054,54.76736111
0.000550197,-0.008828,-0.434683,-9.793499,0.000029,0.000316,0.000318,-20.895242,-3.078089,-14.575119,55.01967593
0.000552674,-0.013622,-0.420292,-9.798259,0.000029,0.000182,-0.000214,-19.914215,-2.317044,-13.825742,55.26736111
0.00055522,-0.013622,-0.444277,-9.793499,-0.000104,-0.000483,-0.000348,-21.058746,-1.365737,-14.762462,55.52199074
0.000557789,-0.032799,-0.425089,-9.78398,-0.000237,0.000049,-0.000214,-19.587205,-2.697568,-13.076368,55.77893519
0.000560324,-0.013622,-0.444277,-9.803019,-0.000237,-0.000217,0.000718,-18.769683,-1.365737,-15.886525,56.03240741
0.00056287,-0.028004,-0.434683,-9.77922,0.000029,-0.000217,0.000984,-20.07772,-2.887829,-16.6359,56.28703704
0.000565394,-0.02321,-0.420292,-9.793499,0.000296,-0.000084,0.000451,-20.07772,-2.507305,-14.387774,56.53935185
0.00056787,-0.028004,-0.425089,-9.78398,0.000562,0.000049,0.000052,-20.568233,-3.078089,-13.451054,56.78703704
0.000570463,-0.028004,-0.449074,-9.77446,-0.001302,-0.001282,0.001384,-21.058746,-2.126784,-14.762462,57.0462963
0.000572951,-0.028004,-0.444277,-9.78398,-0.00037,0.000981,0.000052,-19.587205,-1.555999,-14.575119,57.29513889
0.000575521,-0.02321,-0.434683,-9.78398,0.000296,-0.00035,0.000585,-20.404727,-2.507305,-14.013086,57.55208333
0.000576759,-0.018416,-0.444277,-9.798259,-0.000237,0.000049,0.000585,-20.07772,-2.126784,-14.762462,57.67592593
0.000579294,-0.013622,-0.425089,-9.77922,-0.000503,-0.000084,0.000451,-19.260196,-1.555999,-15.324494,57.92939815
0.000581863,-0.013622,-0.43948,-9.793499,-0.00077,0.000316,0.001384,-18.769683,-2.507305,-16.261211,58.18634259
0.000584398,-0.032799,-0.434683,-9.788741,0.000828,-0.000084,-0.000481,-20.568233,-2.697568,-13.451054,58.43981481
0.000586875,-0.042387,-0.43948,-9.798259,-0.000637,-0.000084,-0.000481,-20.404727,-2.887829,-15.511838,58.6875
0.000589433,-0.018416,-0.420292,-9.788741,0.001095,0.000182,0.000185,-20.404727,-2.507305,-15.13715,58.94328704
0.000591933,-0.032799,-0.43948,-9.803019,0.001228,-0.000084,0.000718,-20.895242,-0.414431,-14.949806,59.19328704
0.000594479,-0.032799,-0.429886,-9.76494,0.000162,-0.000483,0.00125,-21.222251,-3.458613,-14.575119,59.44791667
0.00059706,-0.028004,-0.444277,-9.788741,-0.000637,0.000182,0.000451,-19.4237,-3.648873,-14.387774,59.70601852
0.000599537,-0.028004,-0.425089,-9.817299,0.000162,-0.00035,0.000851,-20.404727,-2.507305,-14.013086,59.9537037
0.00060213,-0.032799,-0.43948,-9.803019,-0.000637,0.000316,-0.00088,-19.750711,-0.985215,-14.762462,60.21296296
0.000603299,-0.018416,-0.425089,-9.793499,-0.000237,-0.000084,0.000718,-20.241224,-2.697568,-14.20043,60.32986111
0.00060588,-0.028004,-0.420292,-9.817299,0.000029,-0.001149,0.000851,-18.769683,-2.507305,-14.013086,60.58796296
0.000608449,-0.013622,-0.425089,-9.803019,-0.000237,-0.00035,0.000318,-20.07772,-3.26835,-14.762462,60.84490741
0.000610961,-0.037593,-0.43948,-9.793499,0.000695,-0.000483,0.000318,-20.241224,-3.458613,-13.825742,61.09606481
0.000613449,-0.028004,-0.429886,-9.798259,0.000695,0.000848,0.000718,-20.07772,-4.029395,-14.387774,61.34490741
0.000615995,-0.004034,-0.43948,-9.788741,0.000828,0.000582,0.000318,-20.404727,-1.74626,-14.762462,61.59953704
0.000618565,-0.008828,-0.429886,-9.77922,0.000429,-0.00075,0.000984,-21.058746,0.156353,-15.511838,61.85648148
0.000621088,-0.02321,-0.444277,-9.798259,-0.000637,-0.000483,0.000984,-20.404727,-2.507305,-14.013086,62.1087963
0.000623576,-0.032799,-0.444277,-9.76494,-0.000637,-0.00075,-0.000481,-18.769683,-1.365737,-13.263711,62.35763889
0.000626169,-0.02321,-0.425089,-9.78398,-0.000237,-0.00035,0.002049,-19.914215,-3.078089,-14.20043,62.61689815
0.000628681,-0.02321,-0.444277,-9.77922,0.000029,-0.000084,-0.000481,-20.07772,-1.74626,-14.762462,62.86805556
0.000631192,-0.02321,-0.425089,-9.77922,-0.000104,-0.000217,0.001117,-20.568233,-1.936523,-15.699182,63.11921296
0.000632477,-0.028004,-0.43948,-9.7697,-0.001169,0.000449,0.000718,-19.914215,-0.414431,-14.949806,63.24768519
0.000635,-0.02321,-0.43948,-9.817299,-0.000237,-0.00035,-0.000614,-19.750711,-1.365737,-14.013086,63.5
0.000637488,-0.037593,-0.434683,-9.77922,-0.000903,-0.00035,0.000718,-19.096693,-1.74626,-15.511838,63.74884259
0.000640081,-0.028004,-0.420292,-9.793499,0.000562,0.000449,0.000318,-20.07772,-2.507305,-14.013086,64.00810185
0.000642604,-0.028004,-0.434683,-9.803019,0.000296,-0.000617,0.000984,-19.096693,-0.604694,-14.013086,64.26041667
0.000645139,-0.028004,-0.425089,-9.788741,0.000162,-0.000084,0.000185,-19.587205,-0.794957,-14.20043,64.51388889
0.000647674,-0.037593,-0.434683,-9.80778,0.000029,0.000049,-0.000081,-19.750711,-3.648873,-13.6384,64.76736111
0.000650162,-0.042387,-0.43948,-9.78398,0.000828,-0.000883,0.000318,-20.404727,-2.507305,-13.263711,65.0162037
0.000652766,-0.02321,-0.429886,-9.788741,0.000296,-0.000617,-0.000614,-20.731739,-1.74626,-13.6384,65.27662037
0.000655289,-0.02321,-0.444277,-9.76018,0.000562,-0.000217,0.000451,-20.404727,-2.887829,-14.387774,65.52893519
0.000657743,-0.028004,-0.429886,-9.78398,0.000296,0.000049,0.000851,-19.914215,-3.078089,-14.949806,65.77430556
0.000659051,-0.02321,-0.43948,-9.793499,0.000828,0.000182,0.000851,-20.07772,-3.648873,-12.889022,65.90509259
0.000661563,-0.032799,-0.434683,-9.7697,0.000029,-0.000084,0.000451,-19.914215,-1.936523,-14.20043,66.15625
0.000664109,-0.018416,-0.434683,-9.77922,0.000296,0.000049,0.000318,-21.058746,-2.887829,-13.6384,66.41087963
0.00066669,-0.028004,-0.429886,-9.77922,0.000162,-0.000617,0.000185,-18.769683,-3.26835,-13.263711,66.66898148
0.000669155,-0.028004,-0.429886,-9.788741,0.000296,0.000049,0.000718,-19.260196,-2.697568,-14.949806,66.91550926
0.000671748,-0.028004,-0.429886,-9.81254,0.000029,-0.000483,0.000185,-20.241224,-2.317044,-15.324494,67.17476852
0.000674236,-0.018416,-0.43948,-9.7697,-0.000104,-0.000084,0.000318,-19.587205,-3.458613,-14.20043,67.42361111
0.000676771,-0.032799,-0.429886,-9.788741,-0.000503,-0.000617,0.000318,-20.241224,-2.317044,-14.949806,67.67708333
0.000679306,-0.018416,-0.425089,-9.798259,0.000162,-0.000084,0.00125,-19.914215,-3.458613,-13.825742,67.93055556
0.000681806,-0.037593,-0.43948,-9.80778,-0.00037,-0.000084,0.001783,-19.4237,-0.985215,-13.6384,68.18055556
0.000684375,-0.042387,-0.429886,-9.76494,0.000029,-0.00035,0.000851,-19.4237,-3.648873,-15.511838,68.4375
0.000685637,-0.018416,-0.429886,-9.788741,-0.000503,0.000316,-0.000614,-21.222251,-2.317044,-14.575119,68.56365741
0.000688125,-0.018416,-0.444277,-9.793499,-0.000503,0.000182,0.000585,-19.750711,-2.507305,-15.13715,68.8125
0.000690683,-0.02321,-0.429886,-9.77446,0.000562,0.000049,0.000984,-20.895242,-1.936523,-12.70168,69.06828704
0.000693275,-0.028004,-0.43948,-9.78398,0.000029,-0.00035,0.000318,-19.914215,-1.936523,-13.451054,69.3275463
0.000695718,-0.013622,-0.434683,-9.81254,0.000429,0.000848,-0.000481,-18.769683,-2.507305,-15.13715,69.57175926
0.000698264,-0.018416,-0.429886,-9.77446,-0.00037,0.000848,0.00125,-20.241224,-1.936523,-15.324494,69.82638889
0.000700856,-0.013622,-0.425089,-9.793499,-0.000237,-0.00075,0.001517,-20.404727,-2.126784,-13.6384,70.08564815
0.000703356,-0.032799,-0.444277,-9.793499,-0.00037,0.000049,-0.000081,-20.241224,-3.078089,-13.076368,70.33564815
0.000705891,-0.013622,-0.429886,-9.78398,0.000029,-0.000617,-0.000081,-20.895242,-1.175478,-14.949806,70.58912037
0.000708391,-0.02321,-0.434683,-9.788741,-0.001169,0.000316,-0.000081,-20.241224,-2.317044,-13.825742,70.83912037
0.000710961,-0.028004,-0.434683,-9.77922,0.000162,-0.000883,-0.000081,-20.404727,-2.126784,-15.13715,71.09606481
0.000712188,-0.02321,-0.43948,-9.77922,0.000429,0.000449,0.000052,-21.222251,-1.555999,-13.451054,71.21875
0.000719051,-0.02321,-0.434683,-9.803019,0.000695,-0.00075,0.000451,-21.222251,-3.078089,-14.949806,71.90509259
0.000719051,-0.013622,-0.43948,-9.817299,-0.000503,0.000582,0.000851,-18.933187,-1.555999,-16.073867,71.90509259
0.000720313,-0.037593,-0.434683,-9.80778,0.000429,0.000049,0.000851,-20.241224,-2.697568,-14.575119,72.03125
0.000722905,-0.02321,-0.43948,-9.77446,-0.00037,0.000449,0.000718,-20.241224,-2.317044,-12.70168,72.29050926
0.00072544,-0.018416,-0.434683,-9.798259,0.000162,-0.000617,0.000851,-19.750711,-2.126784,-14.762462,72.54398148
0.00072794,-0.028004,-0.425089,-9.77922,0.000296,0.000182,0.000318,-20.568233,-1.175478,-15.324494,72.79398148
0.000729167,-0.018416,-0.429886,-9.78398,0.000695,0.001381,0.000451,-20.07772,-2.507305,-16.6359,72.91666667
0.000731725,-0.018416,-0.434683,-9.77446,0.000162,0.000449,0.000851,-19.587205,-3.078089,-14.949806,73.1724537
0.000734248,-0.02321,-0.434683,-9.77922,-0.000104,-0.00035,0.000451,-19.750711,-0.604694,-15.511838,73.42476852
0.000736794,-0.028004,-0.434683,-9.793499,0.000162,-0.000217,0.000451,-20.568233,-3.078089,-15.324494,73.67939815
0.000739329,-0.018416,-0.43948,-9.803019,0.000429,0.000049,0.000318,-20.241224,-1.555999,-14.20043,73.93287037
0.000741921,-0.028004,-0.425089,-9.77446,0.000429,-0.00075,-0.000081,-20.895242,-1.555999,-15.324494,74.19212963
0.000744444,-0.02321,-0.449074,-9.78398,0.001228,0.000182,-0.000747,-20.07772,-2.887829,-14.762462,74.44444444
0.000746956,-0.028004,-0.444277,-9.803019,-0.000503,0.000981,0.000718,-19.4237,-1.74626,-14.762462,74.69560185
0.000749491,-0.02321,-0.434683,-9.77446,-0.000503,0.000182,-0.000214,-19.4237,-2.507305,-15.511838,74.94907407
0.000752002,-0.032799,-0.429886,-9.793499,-0.000503,-0.001149,0.000451,-20.568233,-1.936523,-16.073867,75.20023148
0.000754525,-0.02321,-0.429886,-9.793499,-0.000104,0.000049,0.000318,-19.096693,-1.365737,-13.6384,75.4525463
0.00075581,-0.018416,-0.425089,-9.7697,-0.00037,0.000049,-0.000747,-20.404727,-3.648873,-14.762462,75.58101852
0.00075831,-0.037593,-0.434683,-9.788741,-0.00037,0.000182,0.000185,-18.933187,-0.03391,-13.825742,75.83101852
0.000760868,-0.028004,-0.444277,-9.7697,0.000562,0.000182,-0.000214,-18.769683,-1.365737,-14.387774,76.08680556
0.000763391,-0.018416,-0.420292,-9.78398,0.000562,-0.000084,0.000185,-20.404727,-2.507305,-14.387774,76.33912037
0.000765926,-0.018416,-0.434683,-9.78398,0.000429,0.000316,0.001117,-20.404727,-2.126784,-13.263711,76.59259259
0.000768449,-0.02321,-0.429886,-9.798259,0.000961,-0.000084,-0.000081,-19.260196,-3.078089,-14.575119,76.84490741
0.000770972,-0.018416,-0.429886,-9.77922,-0.000104,0.000049,-0.000081,-19.587205,-3.078089,-15.699182,77.09722222
0.000773519,-0.028004,-0.43948,-9.788741,-0.000237,-0.000217,0.002449,-19.4237,-3.26835,-14.387774,77.35185185
0.00077603,-0.013622,-0.444277,-9.793499,0.000429,-0.00035,-0.000081,-20.895242,-1.936523,-15.324494,77.60300926
0.000778646,-0.013622,-0.429886,-9.76494,0.000296,0.000715,-0.000081,-19.914215,-1.555999,-13.451054,77.86458333
0.000781134,-0.028004,-0.43948,-9.788741,-0.000637,-0.000617,0.000052,-19.096693,-2.887829,-15.886525,78.11342593
0.000783646,-0.02321,-0.434683,-9.793499,-0.001036,-0.00035,0.000318,-19.587205,-1.936523,-14.20043,78.36458333
0.000784907,-0.018416,-0.434683,-9.793499,0.000695,0.000049,0.000185,-20.895242,-3.078089,-17.57262,78.49074074
0.000787477,-0.02321,-0.444277,-9.793499,0.000961,0.000182,0.000851,-19.750711,-1.74626,-15.886525,78.74768519
0.000789965,-0.02321,-0.43948,-9.7697,-0.00077,-0.000617,0.000185,-20.568233,-1.936523,-13.076368,78.99652778
0.000792477,-0.02321,-0.444277,-9.788741,0.000029,-0.000217,-0.000214,-20.07772,-3.26835,-15.511838,79.24768519
0.000795023,-0.013622,-0.444277,-9.78398,-0.00037,-0.000084,0.000318,-19.750711,-2.507305,-15.511838,79.50231481
0.000797581,-0.018416,-0.434683,-9.793499,-0.001169,0.000049,-0.000348,-20.07772,-1.74626,-15.13715,79.75810185
0.000800081,-0.032799,-0.429886,-9.78398,0.000029,0.000182,0.000451,-19.4237,-2.887829,-15.511838,80.00810185
0.000802674,-0.02321,-0.434683,-9.77446,0.000429,0.000582,-0.000081,-19.914215,-1.936523,-14.949806,80.26736111
0.000805208,-0.013622,-0.425089,-9.77446,0.000162,0.000182,0.001117,-21.222251,-2.697568,-14.575119,80.52083333
0.00080772,-0.018416,-0.444277,-9.798259,0.000429,-0.000617,0.000318,-20.568233,-1.175478,-14.949806,80.77199074
0.000810255,-0.02321,-0.429886,-9.798259,0.000029,0.000316,0.000185,-18.933187,-2.317044,-15.324494,81.02546296
0.00081147,-0.02321,-0.434683,-9.793499,-0.000104,0.000449,0.000052,-19.587205,-1.555999,-14.20043,81.14699074
0.000814074,-0.02321,-0.449074,-9.80778,0.000162,0.000049,0.000318,-19.750711,-4.409918,-14.013086,81.40740741
0.000816574,-0.018416,-0.434683,-9.788741,0.000429,-0.000084,0.000318,-18.279169,-1.936523,-13.825742,81.65740741
0.000819063,-0.013622,-0.434683,-9.803019,-0.000104,-0.000084,0.000718,-18.769683,-3.648873,-14.013086,81.90625
0.000821644,-0.02321,-0.429886,-9.793499,-0.00077,-0.00035,-0.000214,-21.385755,-2.887829,-15.13715,82.16435185
0.000824167,-0.018416,-0.444277,-9.788741,-0.000237,0.000182,-0.000481,-20.895242,-0.794957,-13.825742,82.41666667
0.000826713,-0.028004,-0.434683,-9.788741,0.000029,0.000715,0.000984,-19.914215,-3.458613,-16.073867,82.6712963
0.000829213,-0.028004,-0.434683,-9.803019,0.000296,-0.000217,0.000185,-20.731739,-1.365737,-14.762462,82.9212963
0.000831759,-0.02321,-0.434683,-9.78398,0.000695,0.000981,0.000185,-20.07772,-2.126784,-14.762462,83.17592593
0.000834317,-0.013622,-0.429886,-9.80778,-0.001169,0.000316,0.000052,-21.058746,-1.365737,-14.013086,83.43171296
0.00083684,-0.013622,-0.425089,-9.803019,-0.00077,-0.000617,0.000052,-19.914215,-3.078089,-13.451054,83.68402778
0.000838079,-0.028004,-0.444277,-9.7697,-0.000104,0.000316,0.000185,-20.404727,-2.126784,-12.889022,83.80787037
0.00084059,-0.018416,-0.425089,-9.78398,-0.000503,-0.00035,0.000585,-21.549259,-1.936523,-14.20043,84.05902778
0.000843137,-0.018416,-0.444277,-9.80778,0.000162,-0.000217,0.000052,-20.568233,-1.936523,-15.324494,84.31365741
0.000845718,-0.02321,-0.415495,-9.77922,0.000029,-0.00035,-0.000214,-20.731739,-1.74626,-15.13715,84.57175926
0.000848206,-0.02321,-0.43948,-9.78398,0.000029,0.000449,-0.000214,-20.895242,-3.078089,-14.575119,84.82060185
0.000850775,-0.032799,-0.425089,-9.77922,0.000029,-0.000217,-0.000481,-18.933187,-3.458613,-13.825742,85.0775463
0.000853241,-0.018416,-0.429886,-9.803019,0.000961,0.000449,-0.000747,-19.4237,-1.74626,-15.13715,85.32407407
0.000855787,-0.013622,-0.429886,-9.788741,-0.000637,0.000182,-0.000481,-20.568233,-3.458613,-13.825742,85.5787037
0.000858345,-0.02321,-0.43948,-9.80778,0.000828,0.000582,0.00125,-19.914215,-2.317044,-14.20043,85.83449074
0.000860856,-0.018416,-0.429886,-9.798259,0.000029,0.000182,-0.000348,-21.385755,-1.74626,-15.886525,86.08564815
0.000863426,-0.028004,-0.434683,-9.77922,-0.00077,0.000316,0.000318,-20.731739,-2.126784,-14.762462,86.34259259
0.000864676,-0.013622,-0.43948,-9.80778,0.000029,-0.000084,-0.00088,-19.750711,-0.604694,-15.13715,86.46759259
0.000867164,-0.032799,-0.434683,-9.77922,-0.001036,0.000981,-0.000481,-20.568233,-2.317044,-13.076368,86.71643519
0.000869745,-0.028004,-0.43948,-9.78398,-0.00077,-0.000883,-0.001147,-20.241224,-2.317044,-14.575119,86.97453704
0.000872257,-0.032799,-0.425089,-9.80778,0.000029,0.000049,0.000451,-19.914215,-2.317044,-15.324494,87.22569444
0.00087478,-0.02321,-0.43948,-9.793499,0.000029,-0.00035,-0.000214,-20.731739,-1.74626,-15.511838,87.47800926
0.00087735,-0.028004,-0.429886,-9.77446,-0.000104,0.000449,-0.000081,-20.241224,-1.936523,-16.073867,87.7349537
0.000879838,-0.032799,-0.429886,-9.803019,0.000296,-0.000084,0.000451,-21.058746,-1.365737,-13.6384,87.9837963
0.000882361,-0.02321,-0.453871,-9.788741,0.000429,0.000049,-0.000081,-20.241224,-1.175478,-15.324494,88.23611111
0.000884954,-0.032799,-0.425089,-9.788741,-0.00077,0.000715,-0.000614,-22.039773,-2.507305,-14.387774,88.49537037
0.000887488,-0.032799,-0.43948,-9.803019,0.000828,0.000848,0.000451,-21.058746,-1.74626,-14.387774,88.74884259
0.000890023,-0.02321,-0.444277,-9.77922,0.000429,0.000449,-0.000214,-19.914215,-1.555999,-13.825742,89.00231481
0.00089125,-0.028004,-0.429886,-9.77446,0.000296,0.000182,0.000585,-20.404727,-3.26835,-13.6384,89.125
0.000893773,-0.018416,-0.444277,-9.798259,0.000029,-0.000084,-0.000214,-20.731739,-1.74626,-15.886525,89.37731481
0.000896319,-0.02321,-0.449074,-9.77922,-0.00037,-0.000217,0.000052,-20.07772,-2.507305,-14.762462,89.63194444
0.000898854,-0.02321,-0.429886,-9.78398,0.000429,0.000316,-0.000348,-20.731739,-0.604694,-14.387774,89.88541667
0.000901424,-0.018416,-0.43948,-9.788741,-0.000104,0.000582,-0.000081,-20.404727,-1.365737,-15.511838,90.14236111
0.000903889,-0.02321,-0.43948,-9.798259,-0.001169,-0.000217,-0.000348,-20.404727,-2.507305,-14.387774,90.38888889
0.000906435,-0.028004,-0.449074,-9.77922,0.000429,0.000049,0.000451,-20.404727,-3.26835,-13.263711,90.64351852
0.000908993,-0.008828,-0.444277,-9.798259,0.000562,0.000449,-0.000214,-19.914215,-1.936523,-13.825742,90.89930556
0.000911551,-0.018416,-0.449074,-9.77922,-0.000237,-0.000084,-0.000481,-20.731739,-2.126784,-14.387774,91.15509259
0.000914063,-0.013622,-0.444277,-9.793499,0.000429,-0.000084,-0.000081,-20.404727,-2.126784,-15.886525,91.40625
0.000916586,-0.02321,-0.434683,-9.78398,0.000961,-0.000617,0.000718,-20.731739,-2.126784,-14.387774,91.65856481
0.000919074,-0.02321,-0.43948,-9.788741,0.001095,0.000049,0.000185,-19.4237,-2.507305,-15.886525,91.90740741
0.000920336,-0.018416,-0.429886,-9.77922,0.000162,-0.000217,-0.000747,-19.587205,-3.839134,-14.949806,92.03356481
0.000922986,-0.032799,-0.43948,-9.803019,0.000828,-0.00035,-0.000081,-20.404727,-1.74626,-16.261211,92.29861111
0.00092544,-0.028004,-0.434683,-9.80778,-0.000637,0.000449,-0.000481,-21.385755,-4.029395,-15.13715,92.54398148
0.000927986,-0.028004,-0.43948,-9.788741,-0.000237,-0.00075,0.000585,-20.568233,-2.697568,-16.073867,92.79861111
0.000930498,-0.032799,-0.434683,-9.77922,0.001627,0.000049,0.001117,-21.222251,-2.317044,-14.20043,93.04976852
0.000933021,-0.028004,-0.415495,-9.7697,0.001894,0.000316,-0.000481,-21.385755,-2.887829,-15.13715,93.30208333
0.000935602,-0.028004,-0.415495,-9.77446,-0.000237,0.000049,-0.00088,-21.058746,-2.126784,-14.762462,93.56018519
0.000938113,-0.028004,-0.444277,-9.788741,0.000429,-0.000483,0.000451,-21.385755,-1.74626,-13.263711,93.81134259
0.000940671,-0.013622,-0.434683,-9.798259,0.000828,0.000049,0.000585,-19.260196,-1.555999,-15.324494,94.06712963
0.000943171,-0.02321,-0.444277,-9.78398,0.000162,-0.000084,0.000052,-20.404727,-3.648873,-14.387774,94.31712963
0.000945683,-0.013622,-0.43948,-9.755421,0.000162,0.000316,0.000451,-19.096693,-3.26835,-12.889022,94.56828704
0.000946956,-0.013622,-0.425089,-9.793499,0.000695,-0.000084,0.000585,-19.260196,-1.555999,-15.699182,94.69560185
0.000949502,-0.008828,-0.444277,-9.78398,0.000029,-0.00035,-0.001013,-20.895242,-1.555999,-14.949806,94.95023148
0.000952002,-0.013622,-0.43948,-9.7697,-0.00077,-0.000617,0.000451,-19.750711,-3.26835,-14.762462,95.20023148
0.000954514,-0.018416,-0.43948,-9.788741,-0.000104,0.000182,0.000984,-19.587205,-3.078089,-14.949806,95.45138889
0.000957095,-0.028004,-0.444277,-9.78398,0.000296,-0.000217,0.000851,-21.058746,-1.74626,-14.762462,95.70949074
0.000959595,-0.02321,-0.444277,-9.77922,-0.000104,-0.001149,0.000851,-20.241224,-1.555999,-14.20043,95.95949074
0.000962141,-0.018416,-0.429886,-9.817299,0.000961,0.000715,0.000185,-20.568233,-1.936523,-14.20043,96.21412037
0.000964664,-0.02321,-0.434683,-9.78398,0.000562,-0.000617,0.000585,-20.731739,-3.26835,-15.13715,96.46643519
0.000967211,-0.02321,-0.444277,-9.78398,-0.000637,-0.000217,-0.00088,-20.895242,-2.697568,-15.324494,96.72106481
0.00096978,-0.018416,-0.43948,-9.78398,-0.000503,-0.000617,-0.000081,-21.222251,-3.078089,-15.324494,96.97800926
0.000972257,-0.018416,-0.43948,-9.78398,0.000162,0.000316,-0.000614,-19.260196,-1.175478,-15.324494,97.22569444
0.00097353,-0.018416,-0.429886,-9.77446,0.000828,-0.000617,0.000318,-19.260196,-1.175478,-13.451054,97.35300926
0.000976076,-0.018416,-0.434683,-9.798259,-0.00037,0.000182,0.000318,-19.4237,-2.887829,-14.387774,97.60763889
0.000978611,-0.004034,-0.444277,-9.793499,-0.000237,-0.000084,-0.000081,-21.058746,-3.26835,-15.886525,97.86111111
0.000981157,-0.018416,-0.444277,-9.793499,0.000162,-0.00075,0.000318,-20.241224,-0.414431,-15.324494,98.11574074
0.000983634,-0.018416,-0.444277,-9.803019,0.000695,0.000182,0.00125,-19.914215,-3.458613,-12.70168,98.36342593
0.000986181,-0.02321,-0.434683,-9.788741,0.000562,0.000049,-0.000214,-19.750711,-1.74626,-15.13715,98.61805556
0.000988715,-0.018416,-0.449074,-9.76494,0.000695,-0.000084,-0.000348,-19.750711,-2.507305,-15.13715,98.87152778
